seqname	start	end	strand	ENSID	gene_id	gene_name	hgnc_id	havana_gene
chr1	16197854	16212652	-	ENSG00000142632.17	ENSG00000142632.17	ARHGEF19	HGNC:26604	OTTHUMG00000002219.5
chr1	16231692	16237183	-	ENSG00000132881.12	ENSG00000132881.12	CPLANE2	HGNC:28127	OTTHUMG00000002214.5
chr1	16246840	16352480	-	ENSG00000037637.11	ENSG00000037637.11	FBXO42	HGNC:29249	OTTHUMG00000002218.3
chr1	16352575	16398145	+	ENSG00000055070.17	ENSG00000055070.17	SZRD1	HGNC:30232	OTTHUMG00000002217.6
chr1	16387117	16437424	-	ENSG00000187144.11	ENSG00000187144.11	SPATA21	HGNC:28026	OTTHUMG00000002312.3
chr1	16440721	16460078	+	ENSG00000157191.20	ENSG00000157191.20	NECAP2	HGNC:25528	OTTHUMG00000002313.5
chr1	16562319	16613562	-	ENSG00000219481.11	ENSG00000219481.11	NBPF1	HGNC:26088	OTTHUMG00000002487.10
chr1	16740273	16972964	+	ENSG00000058453.17	ENSG00000058453.17	CROCC	HGNC:21299	OTTHUMG00000002200.10
chr1	16974502	16980632	-	ENSG00000117122.14	ENSG00000117122.14	MFAP2	HGNC:7033	OTTHUMG00000002290.2
chr1	16985958	17011928	-	ENSG00000159363.19	ENSG00000159363.19	ATP13A2	HGNC:30213	OTTHUMG00000002293.5
chr1	17005068	17011757	-	ENSG00000288636.1	ENSG00000288636.1	ENSG00000288636	NA	NA
chr1	17018664	17054151	-	ENSG00000117118.12	ENSG00000117118.12	SDHB	HGNC:10681	OTTHUMG00000002289.4
chr1	17066761	17119451	-	ENSG00000117115.13	ENSG00000117115.13	PADI2	HGNC:18341	OTTHUMG00000002295.2
chr1	17205128	17246007	+	ENSG00000142623.11	ENSG00000142623.11	PADI1	HGNC:18367	OTTHUMG00000002294.5
chr1	17249098	17284233	+	ENSG00000142619.4	ENSG00000142619.4	PADI3	HGNC:18337	OTTHUMG00000002373.1
chr1	17308195	17364004	+	ENSG00000159339.13	ENSG00000159339.13	PADI4	HGNC:18368	OTTHUMG00000002371.1
chr1	17372196	17401699	+	ENSG00000276747.1	ENSG00000276747.1	PADI6	HGNC:20449	OTTHUMG00000002372.7
chr1	17406760	17439677	-	ENSG00000179051.14	ENSG00000179051.14	RCC2	HGNC:30297	OTTHUMG00000002513.2
chr1	17539698	17697874	+	ENSG00000074964.17	ENSG00000074964.17	ARHGEF10L	HGNC:25540	OTTHUMG00000002514.4
chr1	17755333	17827063	+	ENSG00000117148.8	ENSG00000117148.8	ACTL8	HGNC:24018	OTTHUMG00000002512.2
chr1	18107798	18378483	+	ENSG00000117154.12	ENSG00000117154.12	IGSF21	HGNC:28246	OTTHUMG00000002432.4
chr1	18480930	18485974	+	ENSG00000179023.9	ENSG00000179023.9	KLHDC7A	HGNC:26791	OTTHUMG00000002431.3
chr1	18630846	18748866	+	ENSG00000009709.13	ENSG00000009709.13	PAX7	HGNC:8621	OTTHUMG00000002433.3
chr1	18839599	18859660	-	ENSG00000179002.6	ENSG00000179002.6	TAS1R2	HGNC:14905	OTTHUMG00000002442.2
chr1	18871430	18902724	-	ENSG00000159423.17	ENSG00000159423.17	ALDH4A1	HGNC:406	OTTHUMG00000002443.7
chr1	18904280	18956676	-	ENSG00000169991.11	ENSG00000169991.11	IFFO2	HGNC:27006	OTTHUMG00000002499.3
chr1	19074510	19210266	-	ENSG00000127481.15	ENSG00000127481.15	UBR4	HGNC:30313	OTTHUMG00000002498.6
chr1	19215660	19251552	-	ENSG00000127463.16	ENSG00000127463.16	EMC1	HGNC:28957	OTTHUMG00000002497.6
chr1	19251805	19260128	+	ENSG00000053372.5	ENSG00000053372.5	MRTO4	HGNC:18477	OTTHUMG00000002496.4
chr1	19265982	19274194	-	ENSG00000211454.16	ENSG00000211454.16	AKR7L	HGNC:24056	OTTHUMG00000002520.6
chr1	19282573	19288770	-	ENSG00000162482.5	ENSG00000162482.5	AKR7A3	HGNC:390	OTTHUMG00000002523.2
chr1	19301991	19312144	-	ENSG00000053371.14	ENSG00000053371.14	AKR7A2	HGNC:389	OTTHUMG00000002522.2
chr1	19312326	19329300	+	ENSG00000040487.13	ENSG00000040487.13	SLC66A1	HGNC:26001	OTTHUMG00000002521.8
chr1	19338775	19485539	-	ENSG00000077549.19	ENSG00000077549.19	CAPZB	HGNC:1491	OTTHUMG00000002556.12
chr1	19484403	19629821	+	ENSG00000173436.15	ENSG00000173436.15	MICOS10	HGNC:32068	OTTHUMG00000002712.4
chr1	19596979	19658456	+	ENSG00000158747.15	ENSG00000158747.15	NBL1	HGNC:7650	OTTHUMG00000002700.7
chr1	19597067	19656927	+	ENSG00000270136.6	ENSG00000270136.6	MICOS10-NBL1	HGNC:48338	OTTHUMG00000183956.2
chr1	19664875	19680966	+	ENSG00000158748.4	ENSG00000158748.4	HTR6	HGNC:5301	OTTHUMG00000002713.2
chr1	19682240	19799945	-	ENSG00000162542.14	ENSG00000162542.14	TMCO4	HGNC:27393	OTTHUMG00000002697.1
chr1	19814029	19815283	-	ENSG00000178828.7	ENSG00000178828.7	RNF186	HGNC:25978	OTTHUMG00000002709.2
chr1	19882395	19912945	+	ENSG00000169914.6	ENSG00000169914.6	OTUD3	HGNC:29038	OTTHUMG00000002696.2
chr1	19920009	19923617	-	ENSG00000188784.4	ENSG00000188784.4	PLA2G2E	HGNC:13414	OTTHUMG00000002702.1
chr1	19975431	19980416	-	ENSG00000188257.12	ENSG00000188257.12	PLA2G2A	HGNC:9031	OTTHUMG00000002699.4
chr1	20028179	20091911	+	ENSG00000127472.11	ENSG00000127472.11	PLA2G5	HGNC:9038	OTTHUMG00000002698.4
chr1	20111939	20119566	-	ENSG00000117215.15	ENSG00000117215.15	PLA2G2D	HGNC:9033	OTTHUMG00000002701.2
chr1	20139323	20150381	+	ENSG00000158786.5	ENSG00000158786.5	PLA2G2F	HGNC:30040	OTTHUMG00000002704.1
chr1	20161253	20186518	-	ENSG00000187980.7	ENSG00000187980.7	PLA2G2C	HGNC:9032	OTTHUMG00000002705.4
chr1	20186096	20196050	+	ENSG00000162543.6	ENSG00000162543.6	UBXN10	HGNC:26354	OTTHUMG00000002708.2
chr1	20290875	20359518	+	ENSG00000158816.16	ENSG00000158816.16	VWA5B1	HGNC:26538	OTTHUMG00000002835.7
chr1	20482391	20486210	-	ENSG00000162545.6	ENSG00000162545.6	CAMK2N1	HGNC:24190	OTTHUMG00000002837.2
chr1	20499448	20508151	-	ENSG00000090432.7	ENSG00000090432.7	MUL1	HGNC:25762	OTTHUMG00000002838.3
chr1	20552573	20555020	+	ENSG00000183114.8	ENSG00000183114.8	FAM43B	HGNC:31791	OTTHUMG00000057491.2
chr1	20589086	20618903	+	ENSG00000158825.6	ENSG00000158825.6	CDA	HGNC:1712	OTTHUMG00000002845.2
chr1	20633458	20651511	+	ENSG00000158828.8	ENSG00000158828.8	PINK1	HGNC:14581	OTTHUMG00000002841.2
chr1	20651767	20661544	-	ENSG00000244038.11	ENSG00000244038.11	DDOST	HGNC:2728	OTTHUMG00000002844.6
chr1	20664014	20718017	-	ENSG00000117245.13	ENSG00000117245.13	KIF17	HGNC:19167	OTTHUMG00000002863.3
chr1	20719731	20732837	-	ENSG00000189410.12	ENSG00000189410.12	SH2D5	HGNC:28819	OTTHUMG00000002620.4
chr1	20739095	20787323	-	ENSG00000127483.20	ENSG00000127483.20	HP1BP3	HGNC:24973	OTTHUMG00000002622.10
chr1	20806292	21177285	-	ENSG00000075151.24	ENSG00000075151.24	EIF4G3	HGNC:3298	OTTHUMG00000002624.7
chr1	21217247	21345572	-	ENSG00000117298.16	ENSG00000117298.16	ECE1	HGNC:3146	OTTHUMG00000002625.6
chr1	21440128	21485005	+	ENSG00000142794.19	ENSG00000142794.19	NBPF3	HGNC:25076	OTTHUMG00000002944.7
chr1	21509397	21578410	+	ENSG00000162551.14	ENSG00000162551.14	ALPL	HGNC:438	OTTHUMG00000002949.3
chr1	21547404	21554002	+	ENSG00000289715.1	ENSG00000289715.1	ENSG00000289715	NA	NA
chr1	21596221	21669357	-	ENSG00000076864.21	ENSG00000076864.21	RAP1GAP	HGNC:9858	OTTHUMG00000007513.12
chr1	21678298	21783606	-	ENSG00000090686.16	ENSG00000090686.16	USP48	HGNC:18533	OTTHUMG00000007798.5
chr1	21812265	21825225	+	ENSG00000187942.12	ENSG00000187942.12	LDLRAD2	HGNC:32071	OTTHUMG00000002675.2
chr1	21822244	21937310	-	ENSG00000142798.20	ENSG00000142798.20	HSPG2	HGNC:5273	OTTHUMG00000002674.11
chr1	21977022	21998642	+	ENSG00000219073.8	ENSG00000219073.8	CELA3B	HGNC:15945	OTTHUMG00000002758.5
chr1	22001657	22012542	+	ENSG00000142789.20	ENSG00000142789.20	CELA3A	HGNC:15944	OTTHUMG00000002755.4
chr1	22025142	22092943	+	ENSG00000289694.1	ENSG00000289694.1	ENSG00000289694	NA	NA
chr1	22052627	22101360	+	ENSG00000070831.18	ENSG00000070831.18	CDC42	HGNC:1736	OTTHUMG00000002753.10
chr1	22117313	22143969	-	ENSG00000162552.15	ENSG00000162552.15	WNT4	HGNC:12783	OTTHUMG00000002894.4
chr1	22428838	22531157	+	ENSG00000184677.18	ENSG00000184677.18	ZBTB40	HGNC:29045	OTTHUMG00000002897.4
chr1	22563489	22603595	+	ENSG00000070886.12	ENSG00000070886.12	EPHA8	HGNC:3391	OTTHUMG00000002892.2
chr1	22635077	22639678	+	ENSG00000173372.18	ENSG00000173372.18	C1QA	HGNC:1241	OTTHUMG00000002893.5
chr1	22636506	22644067	+	ENSG00000289692.1	ENSG00000289692.1	ENSG00000289692	NA	NA
chr1	22643014	22648110	+	ENSG00000159189.13	ENSG00000159189.13	C1QC	HGNC:1245	OTTHUMG00000002891.3
chr1	22652762	22661637	+	ENSG00000173369.18	ENSG00000173369.18	C1QB	HGNC:1242	OTTHUMG00000002896.5
chr1	22710839	22921500	+	ENSG00000133216.17	ENSG00000133216.17	EPHB2	HGNC:3393	OTTHUMG00000002881.4
chr1	22953043	22972866	-	ENSG00000215906.9	ENSG00000215906.9	LACTBL1	HGNC:35445	OTTHUMG00000003228.5
chr1	23010834	23019100	-	ENSG00000227868.7	ENSG00000227868.7	TEX46	HGNC:44651	OTTHUMG00000003226.4
chr1	23019443	23083689	+	ENSG00000004487.18	ENSG00000004487.18	KDM1A	HGNC:29079	OTTHUMG00000003220.7
chr1	23084030	23178152	-	ENSG00000169641.16	ENSG00000169641.16	LUZP1	HGNC:14985	OTTHUMG00000003227.5
chr1	23094326	23094376	-	ENSG00000293565.1	ENSG00000293565.1	ENSG00000293565	NA	NA
chr1	23191895	23217502	-	ENSG00000179546.5	ENSG00000179546.5	HTR1D	HGNC:5289	OTTHUMG00000003235.1
chr1	23303771	23344336	-	ENSG00000125944.22	ENSG00000125944.22	HNRNPR	HGNC:5047	OTTHUMG00000003224.6
chr1	23359448	23369836	-	ENSG00000125945.16	ENSG00000125945.16	ZNF436	HGNC:20814	OTTHUMG00000003232.3
chr1	23380909	23424748	-	ENSG00000204219.11	ENSG00000204219.11	TCEA3	HGNC:11615	OTTHUMG00000003233.6
chr1	23428563	23484637	-	ENSG00000088280.21	ENSG00000088280.21	ASAP3	HGNC:14987	OTTHUMG00000003234.8
chr1	23506438	23531233	-	ENSG00000007968.7	ENSG00000007968.7	E2F2	HGNC:3114	OTTHUMG00000003223.2
chr1	23557926	23559501	-	ENSG00000117318.9	ENSG00000117318.9	ID3	HGNC:5362	OTTHUMG00000003229.3
chr1	23691742	23696835	+	ENSG00000142676.14	ENSG00000142676.14	RPL11	HGNC:10301	OTTHUMG00000002926.8
chr1	23743448	23762059	+	ENSG00000011007.13	ENSG00000011007.13	ELOA	HGNC:11620	OTTHUMG00000002957.3
chr1	23778418	23788232	+	ENSG00000057757.10	ENSG00000057757.10	PITHD1	HGNC:25022	OTTHUMG00000002960.4
chr1	23791110	23795539	+	ENSG00000011009.12	ENSG00000011009.12	LYPLA2	HGNC:6738	OTTHUMG00000002961.5
chr1	23795599	23800781	-	ENSG00000117308.15	ENSG00000117308.15	GALE	HGNC:4116	OTTHUMG00000002958.10
chr1	23801885	23838620	-	ENSG00000117305.15	ENSG00000117305.15	HMGCL	HGNC:5005	OTTHUMG00000002963.5
chr1	23845077	23868290	-	ENSG00000179163.12	ENSG00000179163.12	FUCA1	HGNC:4006	OTTHUMG00000002965.2
chr1	23870515	23913362	-	ENSG00000188822.8	ENSG00000188822.8	CNR2	HGNC:2160	OTTHUMG00000013892.2
chr1	23956839	23963462	+	ENSG00000189266.13	ENSG00000189266.13	PNRC2	HGNC:23158	OTTHUMG00000013891.7
chr1	23964347	23980927	-	ENSG00000188529.15	ENSG00000188529.15	SRSF10	HGNC:16713	OTTHUMG00000013893.5
chr1	24056035	24112135	-	ENSG00000142661.19	ENSG00000142661.19	MYOM3	HGNC:26679	OTTHUMG00000002969.4
chr1	24119771	24143140	-	ENSG00000142677.4	ENSG00000142677.4	IL22RA1	HGNC:13700	OTTHUMG00000003041.2
chr1	24154168	24187959	-	ENSG00000185436.12	ENSG00000185436.12	IFNLR1	HGNC:18584	OTTHUMG00000003036.3
chr1	24199558	24364482	+	ENSG00000158055.17	ENSG00000158055.17	GRHL3	HGNC:25839	OTTHUMG00000003040.6
chr1	24356999	24416934	-	ENSG00000001460.18	ENSG00000001460.18	STPG1	HGNC:28070	OTTHUMG00000003297.4
chr1	24415802	24476735	+	ENSG00000001461.19	ENSG00000001461.19	NIPAL3	HGNC:25233	OTTHUMG00000003299.4
chr1	24502351	24541040	+	ENSG00000117602.13	ENSG00000117602.13	RCAN3	HGNC:3042	OTTHUMG00000003298.9
chr1	24556087	24609328	+	ENSG00000184454.7	ENSG00000184454.7	NCMAP	HGNC:29332	OTTHUMG00000003317.3
chr1	24631716	24673281	+	ENSG00000133226.19	ENSG00000133226.19	SRRM1	HGNC:16638	OTTHUMG00000003320.5
chr1	24745382	24844321	+	ENSG00000169504.15	ENSG00000169504.15	CLIC4	HGNC:13518	OTTHUMG00000003327.5
chr1	24899511	24965121	-	ENSG00000020633.19	ENSG00000020633.19	RUNX3	HGNC:10473	OTTHUMG00000003316.1
chr1	25222276	25232502	-	ENSG00000117614.10	ENSG00000117614.10	SYF2	HGNC:19824	OTTHUMG00000043610.2
chr1	25242249	25338213	-	ENSG00000117616.18	ENSG00000117616.18	RSRP1	HGNC:25234	OTTHUMG00000043611.7
chr1	25272393	25330445	+	ENSG00000187010.21	ENSG00000187010.21	RHD	HGNC:10009	OTTHUMG00000003476.10
chr1	25338317	25362361	+	ENSG00000183726.11	ENSG00000183726.11	TMEM50A	HGNC:30590	OTTHUMG00000007651.2
chr1	25362249	25430192	-	ENSG00000188672.19	ENSG00000188672.19	RHCE	HGNC:10008	OTTHUMG00000007650.6
chr1	25430858	25500209	+	ENSG00000204178.11	ENSG00000204178.11	MACO1	HGNC:25572	OTTHUMG00000003473.6
chr1	25543604	25591200	+	ENSG00000157978.13	ENSG00000157978.13	LDLRAP1	HGNC:18640	OTTHUMG00000007386.6
chr1	25616791	25784450	+	ENSG00000117643.16	ENSG00000117643.16	MAN1C1	HGNC:19080	OTTHUMG00000004417.3
chr1	25800193	25818221	+	ENSG00000162430.18	ENSG00000162430.18	SELENON	HGNC:15999	OTTHUMG00000007375.5
chr1	25811470	25823744	+	ENSG00000255054.3	ENSG00000255054.3	ENSG00000255054	NA	OTTHUMG00000167136.2
chr1	25818640	25832942	+	ENSG00000117640.18	ENSG00000117640.18	MTFR1L	HGNC:28836	OTTHUMG00000007377.8
chr1	25831913	25859458	-	ENSG00000127423.11	ENSG00000127423.11	AUNIP	HGNC:28363	OTTHUMG00000007372.2
chr1	25861484	25875708	-	ENSG00000182749.6	ENSG00000182749.6	PAQR7	HGNC:23146	OTTHUMG00000007373.1
chr1	25884181	25906991	-	ENSG00000117632.23	ENSG00000117632.23	STMN1	HGNC:6510	OTTHUMG00000007389.4
chr1	25959767	25998117	-	ENSG00000158006.14	ENSG00000158006.14	PAFAH2	HGNC:8579	OTTHUMG00000007437.4
chr1	26019884	26036464	+	ENSG00000158008.10	ENSG00000158008.10	EXTL1	HGNC:3515	OTTHUMG00000007509.2
chr1	26037252	26046118	-	ENSG00000158014.15	ENSG00000158014.15	SLC30A2	HGNC:11013	OTTHUMG00000007508.4
chr1	26051301	26068436	-	ENSG00000158022.7	ENSG00000158022.7	TRIM63	HGNC:16007	OTTHUMG00000007510.1
chr1	26111165	26125555	+	ENSG00000175087.10	ENSG00000175087.10	PDIK1L	HGNC:18981	OTTHUMG00000007511.3
chr1	26159079	26163962	+	ENSG00000197245.6	ENSG00000197245.6	FAM110D	HGNC:25860	OTTHUMG00000007537.3
chr1	26164101	26168963	-	ENSG00000282872.2	ENSG00000282872.2	C1orf232	HGNC:53426	OTTHUMG00000191595.1
chr1	26169516	26171832	-	ENSG00000236782.8	ENSG00000236782.8	ZNF593OS	HGNC:41278	OTTHUMG00000007539.4
chr1	26169908	26170873	+	ENSG00000142684.9	ENSG00000142684.9	ZNF593	HGNC:30943	OTTHUMG00000007538.4
chr1	26177484	26189884	+	ENSG00000142675.18	ENSG00000142675.18	CNKSR1	HGNC:19700	OTTHUMG00000007541.5
chr1	26190561	26202968	+	ENSG00000188782.9	ENSG00000188782.9	CATSPER4	HGNC:23220	OTTHUMG00000003383.4
chr1	26234200	26278808	+	ENSG00000130695.16	ENSG00000130695.16	CEP85	HGNC:25309	OTTHUMG00000003380.6
chr1	26280086	26281522	+	ENSG00000142669.15	ENSG00000142669.15	SH3BGRL3	HGNC:15568	OTTHUMG00000003381.3
chr1	26281328	26318363	-	ENSG00000158062.21	ENSG00000158062.21	UBXN11	HGNC:30600	OTTHUMG00000003382.13
chr1	26317958	26320523	+	ENSG00000169442.9	ENSG00000169442.9	CD52	HGNC:1804	OTTHUMG00000003491.3
chr1	26321698	26360080	-	ENSG00000176092.17	ENSG00000176092.17	CRYBG2	HGNC:17295	OTTHUMG00000003490.10
chr1	26361634	26374522	-	ENSG00000176083.18	ENSG00000176083.18	ZNF683	HGNC:28495	OTTHUMG00000003521.5
chr1	26410817	26429728	+	ENSG00000131914.11	ENSG00000131914.11	LIN28A	HGNC:15986	OTTHUMG00000003550.3
chr1	26432282	26471306	+	ENSG00000117682.18	ENSG00000117682.18	DHDDS	HGNC:20603	OTTHUMG00000003554.8
chr1	26472440	26478209	+	ENSG00000198830.13	ENSG00000198830.13	HMGN2	HGNC:4986	OTTHUMG00000003555.4
chr1	26529761	26575030	+	ENSG00000117676.14	ENSG00000117676.14	RPS6KA1	HGNC:10430	OTTHUMG00000004003.5
chr1	26693236	26782104	+	ENSG00000117713.22	ENSG00000117713.22	ARID1A	HGNC:11110	OTTHUMG00000004004.13
chr1	26787054	26800659	+	ENSG00000060642.12	ENSG00000060642.12	PIGV	HGNC:26031	OTTHUMG00000004005.9
chr1	26826688	26857604	+	ENSG00000204160.12	ENSG00000204160.12	ZDHHC18	HGNC:20712	OTTHUMG00000004092.6
chr1	26863149	26864456	+	ENSG00000175793.12	ENSG00000175793.12	SFN	HGNC:10773	OTTHUMG00000004093.2
chr1	26876132	26890283	-	ENSG00000142751.15	ENSG00000142751.15	GPN2	HGNC:25513	OTTHUMG00000004227.5
chr1	26890488	26900467	-	ENSG00000198746.13	ENSG00000198746.13	GPATCH3	HGNC:25720	OTTHUMG00000004229.4
chr1	26900238	26946871	+	ENSG00000090273.14	ENSG00000090273.14	NUDC	HGNC:8045	OTTHUMG00000004226.12
chr1	26911489	26913975	-	ENSG00000131910.5	ENSG00000131910.5	NR0B2	HGNC:7961	OTTHUMG00000004231.2
chr1	26949562	26960468	-	ENSG00000175707.10	ENSG00000175707.10	KDF1	HGNC:26624	OTTHUMG00000004272.2
chr1	26993692	27001912	+	ENSG00000253368.5	ENSG00000253368.5	TRNP1	HGNC:34348	OTTHUMG00000004277.5
chr1	27005020	27012850	-	ENSG00000158246.8	ENSG00000158246.8	TENT5B	HGNC:28273	OTTHUMG00000004278.4
chr1	27098809	27166981	-	ENSG00000090020.11	ENSG00000090020.11	SLC9A1	HGNC:11071	OTTHUMG00000004271.5
chr1	27234632	27308636	+	ENSG00000142784.16	ENSG00000142784.16	WDTC1	HGNC:29175	OTTHUMG00000004273.8
chr1	27322145	27336400	+	ENSG00000186501.15	ENSG00000186501.15	TMEM222	HGNC:25363	OTTHUMG00000004410.6
chr1	27342020	27353937	+	ENSG00000142765.18	ENSG00000142765.18	SYTL1	HGNC:15584	OTTHUMG00000005770.11
chr1	27355184	27366961	-	ENSG00000142733.18	ENSG00000142733.18	MAP3K6	HGNC:6858	OTTHUMG00000004631.11
chr1	27369110	27374824	-	ENSG00000142748.14	ENSG00000142748.14	FCN3	HGNC:3625	OTTHUMG00000005722.2
chr1	27379176	27383333	-	ENSG00000174950.11	ENSG00000174950.11	CD164L2	HGNC:32043	OTTHUMG00000003395.5
chr1	27392622	27395814	+	ENSG00000181773.7	ENSG00000181773.7	GPR3	HGNC:4484	OTTHUMG00000003397.3
chr1	27404230	27490167	-	ENSG00000158195.11	ENSG00000158195.11	WASF2	HGNC:12733	OTTHUMG00000003393.4
chr1	27534035	27604431	-	ENSG00000126705.15	ENSG00000126705.15	AHDC1	HGNC:25230	OTTHUMG00000003398.7
chr1	27612064	27635185	-	ENSG00000000938.13	ENSG00000000938.13	FGR	HGNC:3697	OTTHUMG00000003516.3
chr1	27666064	27672212	-	ENSG00000126709.16	ENSG00000126709.16	IFI6	HGNC:4054	OTTHUMG00000003518.2
chr1	27725961	27763116	+	ENSG00000009780.16	ENSG00000009780.16	FAM76A	HGNC:28530	OTTHUMG00000003729.4
chr1	27773219	27824443	+	ENSG00000117758.14	ENSG00000117758.14	STX12	HGNC:11430	OTTHUMG00000003730.3
chr1	27830782	27851676	+	ENSG00000117751.18	ENSG00000117751.18	PPP1R8	HGNC:9296	OTTHUMG00000003734.5
chr1	27872543	27886685	+	ENSG00000130775.16	ENSG00000130775.16	THEMIS2	HGNC:16839	OTTHUMG00000003735.6
chr1	27891524	27914746	-	ENSG00000117748.10	ENSG00000117748.10	RPA2	HGNC:10290	OTTHUMG00000003915.4
chr1	27935000	27959157	+	ENSG00000130768.15	ENSG00000130768.15	SMPDL3B	HGNC:21416	OTTHUMG00000003910.4
chr1	27959588	27968093	+	ENSG00000158156.9	ENSG00000158156.9	XKR8	HGNC:25508	OTTHUMG00000003912.2
chr1	27970344	28088637	-	ENSG00000158161.16	ENSG00000158161.16	EYA3	HGNC:3521	OTTHUMG00000003916.2
chr1	28147166	28193936	-	ENSG00000169403.12	ENSG00000169403.12	PTAFR	HGNC:9582	OTTHUMG00000003953.2
chr1	28199456	28233029	-	ENSG00000126698.11	ENSG00000126698.11	DNAJC8	HGNC:15470	OTTHUMG00000003538.4
chr1	28236109	28246906	+	ENSG00000130770.18	ENSG00000130770.18	ATP5IF1	HGNC:871	OTTHUMG00000003533.3
chr1	28259518	28282491	+	ENSG00000130766.5	ENSG00000130766.5	SESN2	HGNC:20746	OTTHUMG00000003532.2
chr1	28329002	28335965	+	ENSG00000130772.14	ENSG00000130772.14	MED18	HGNC:25944	OTTHUMG00000003537.3
chr1	28369582	28500364	+	ENSG00000204138.13	ENSG00000204138.13	PHACTR4	HGNC:25793	OTTHUMG00000003541.8
chr1	28505943	28539300	+	ENSG00000180198.17	ENSG00000180198.17	RCC1	HGNC:1913	OTTHUMG00000003645.13
chr1	28553085	28578545	+	ENSG00000180098.9	ENSG00000180098.9	TRNAU1AP	HGNC:30813	OTTHUMG00000003653.2
chr1	28587829	28648291	-	ENSG00000120656.14	ENSG00000120656.14	TAF12	HGNC:11545	OTTHUMG00000003655.1
chr1	28592200	28595449	+	ENSG00000188060.8	ENSG00000188060.8	RAB42	HGNC:28702	OTTHUMG00000003656.2
chr1	28668778	28719353	+	ENSG00000162419.13	ENSG00000162419.13	GMEB1	HGNC:4370	OTTHUMG00000003647.2
chr1	28736621	28769775	+	ENSG00000198492.16	ENSG00000198492.16	YTHDF2	HGNC:31675	OTTHUMG00000003648.6
chr1	28812170	28871267	+	ENSG00000116329.12	ENSG00000116329.12	OPRD1	HGNC:8153	OTTHUMG00000003646.3
chr1	28887091	29120046	+	ENSG00000159023.23	ENSG00000159023.23	EPB41	HGNC:3377	OTTHUMG00000003644.30
chr1	29119429	29123903	-	ENSG00000253304.2	ENSG00000253304.2	TMEM200B	HGNC:33785	OTTHUMG00000003658.4
chr1	29147743	29181900	-	ENSG00000116350.18	ENSG00000116350.18	SRSF4	HGNC:10786	OTTHUMG00000003663.7
chr1	29192657	29230942	-	ENSG00000116353.16	ENSG00000116353.16	MECR	HGNC:19691	OTTHUMG00000059082.5
chr1	29236516	29326813	+	ENSG00000060656.20	ENSG00000060656.20	PTPRU	HGNC:9683	OTTHUMG00000003699.8
chr1	30576655	30576825	-	ENSG00000289710.1	ENSG00000289710.1	ENSG00000289710	NA	NA
chr1	30711277	30723585	-	ENSG00000162510.6	ENSG00000162510.6	MATN1	HGNC:6907	OTTHUMG00000003705.3
chr1	30732469	30757774	-	ENSG00000162511.8	ENSG00000162511.8	LAPTM5	HGNC:29612	OTTHUMG00000003707.2
chr1	30869466	30908758	-	ENSG00000162512.16	ENSG00000162512.16	SDC3	HGNC:10660	OTTHUMG00000043646.2
chr1	30931506	31065991	-	ENSG00000134644.16	ENSG00000134644.16	PUM1	HGNC:14957	OTTHUMG00000003795.5
chr1	31179745	31239887	-	ENSG00000084628.10	ENSG00000084628.10	NKAIN1	HGNC:25743	OTTHUMG00000003788.5
chr1	31259568	31296788	-	ENSG00000060688.13	ENSG00000060688.13	SNRNP40	HGNC:30857	OTTHUMG00000003790.3
chr1	31296982	31364953	+	ENSG00000121766.16	ENSG00000121766.16	ZCCHC17	HGNC:30246	OTTHUMG00000003791.2
chr1	31365253	31376850	-	ENSG00000121769.8	ENSG00000121769.8	FABP3	HGNC:3557	OTTHUMG00000003797.5
chr1	31409565	31434680	+	ENSG00000168528.12	ENSG00000168528.12	SERINC2	HGNC:23231	OTTHUMG00000003796.3
chr1	31576485	31587686	+	ENSG00000142910.16	ENSG00000142910.16	TINAGL1	HGNC:19168	OTTHUMG00000003884.2
chr1	31617686	31632518	+	ENSG00000121764.12	ENSG00000121764.12	HCRTR1	HGNC:4848	OTTHUMG00000003876.2
chr1	31629866	31644896	-	ENSG00000162517.13	ENSG00000162517.13	PEF1	HGNC:30009	OTTHUMG00000003877.3
chr1	31652263	31704319	-	ENSG00000084636.18	ENSG00000084636.18	COL16A1	HGNC:2193	OTTHUMG00000003883.24
chr1	31727117	31764893	-	ENSG00000121753.13	ENSG00000121753.13	ADGRB2	HGNC:944	OTTHUMG00000003885.6
chr1	31790422	31816022	-	ENSG00000134668.13	ENSG00000134668.13	SPOCD1	HGNC:26338	OTTHUMG00000003879.6
chr1	31906421	31944856	-	ENSG00000184007.22	ENSG00000184007.22	PTP4A2	HGNC:9635	OTTHUMG00000003801.16
chr1	31919563	31938010	-	ENSG00000288678.2	ENSG00000288678.2	ENSG00000288678	NA	NA
chr1	32013868	32060850	+	ENSG00000121774.18	ENSG00000121774.18	KHDRBS1	HGNC:18116	OTTHUMG00000003921.10
chr1	32072031	32102866	+	ENSG00000121775.18	ENSG00000121775.18	TMEM39B	HGNC:25510	OTTHUMG00000004020.10
chr1	32108056	32176563	+	ENSG00000025800.14	ENSG00000025800.14	KPNA6	HGNC:6399	OTTHUMG00000004333.6
chr1	32179675	32198285	+	ENSG00000084652.16	ENSG00000084652.16	TXLNA	HGNC:30685	OTTHUMG00000004423.7
chr1	32200595	32205453	+	ENSG00000160050.16	ENSG00000160050.16	CCDC28B	HGNC:28163	OTTHUMG00000005738.8
